,categorie,nom_recette,ingredients,preparation,nb_etape
288,dessert,SORBET A LA FRAISE,"['500 g de fraise bien mûres et bien parfumées 300 g de pulpe passée ', ' 125 g de sucre semoule', ' 1 cuillère à soupe de jus de citron', ' 6.5 cl deau']"," Faites un sirop avec l'eau et le sucre, remuez pour faire fondre le sucre et laissez bouillir 2 mn. Laissez refroidir.  Rincez, équeutez les fraises. Mixez-les puis passez-les au travers d'un fin chinois pour retirer les pépins.  Mélangez le sirop et le jus de citron à la purée de fruit.  Versez dans la sorbetière et laissez prendre pendant au moins 2 h.  Disposez les boules de sorbet sur les assiettes de service entourées de fruits rouges.",5
290,dessert,Gâteau aux petits beurres ('petits bruns'),"['24 biscuit petit-beurre brun ', ' 125 ml deau', ' 2 cuillère de café de café soluble ', ' 1 cuillère à soupe de sucre en poudre', ' 1 oeuf', ' 75 g de sucre glace', ' 100 g de beurre', ' 3 cuillère à soupe de chocolat noir râpé ou de vermicelles multicolores ']"," Préparer la crème : mélangez l'oeuf et le sucre glace avec une cuillère en bois jusqu'à l'obtention d'une crème coulante. Couper le beurre en petits morceaux et le travailler en pommade. Incorporer peu à peu le mélange oeuf-sucre glace dans le beurre tout en tournant vivement. Préparer le gâteau : faire du café noir sucré avec l'eau tiède, le sucre et le café soluble. Le verser dans une assiette creuse. Constituer la base du gâteau : humecter très rapidement 6 petits-beurre dans le café tiède (il ne faut pas les laisser ramollir). Les disposer sur le plat de service, côte à côte en carré ou en rectangle, selon que l'on désire obtenir un gâteau carré ou long. Etalez environ 1/4 de la crème sur les gâteaux. Par-dessus, mettre 6 petits-beurre légèrement humectés et une couche de crème. Renouveler deux fois l'opération. S'il reste de la crème, la badigeonner sur les côtés. Décorer le gâteau avec le chocolat râpé ou les vermicelles. Mettre le gâteau au frais pendant 1 heure avant dégustation.",9
294,dessert,Cinnamon rolls (roulés à la cannelle faciles),"['1 rouleau de pâte brisée', ' 100 g de sucre roux', ' 100 g de cannelle en poudre ', ' 60 g de beurre']"," Dérouler la pâte brisée sur une plaque. Badigeonner de beurre fondu. Saupoudrer de sucre roux jusqu'à ne plus voir la pâte. Saupoudrer de cannelle jusqu'à ne plus voir le sucre. Rouler la pâte en un cylindre. Enfourner pendant 15 à 20 minutes dans un four préchauffé à 180°C (thermostat 6) ou selon le mode de cuisson conseillé sur le paquet de la pâte brisée. Surveiller la cuisson et sortir du four dès que la pâte dore. Attendre le refroidissement et couper en rondelle d'1,5 cm. Si vous les mettez dans une boîte et qu'ils sont encore un peu chauds, alors saupoudrer de sucre pour éviter qu'il ne se collent les uns aux autres.",9
302,dessert,Gâteau breton facile,"['500 g de farine', ' 250 g de sucre en poudre', ' 250 g de beurre demi-sel', ' 5 jaune doeuf', ' 7.5 g de sucre vanillé']"," Mettre dans une grande terrine le beurre très ramolli, les sucres et les jaunes.  Bien malaxer le tout à la main.  Prendre la farine le plus vite possible en travaillant la pâte.  Faire une boule, l'applatir dans un moule de 20-25 cm de diamètre.  Colorer avec un peu de lait et strier la surface à l'aide d'une fourchette.  Enfourner pour 30-35 min à 250°C .",6
303,dessert,Tarte bananes chocolat,"['1 pâte sablée', ' 100 g de chocolat pâtissier', ' 10 cl de crème liquide', ' 4 banane épluchées et coupées en rondelles ', ' 50 g de sucre en poudre', ' 3 oeuf', ' 10 cl de lait']"," Préchauffez le four à 200°C (thermostat 6-7). Etalez la pâte sablée dans un plat à tarte. Faites fondre au micro-onde le chocolat pâtissier avec la crème liquide pendant 1min30. Etalez-le sur la pâte. Déposez les rondelles de bananes sur le chocolat.  Mélangez les oeufs, le lait et le sucre en poudre ensemble, si vous avez un shaker, joignez-y ces ingrédients et agitez, c'est très efficace. Il ne vous reste plus qu'à verser cette préparation sur les bananes. Mettez au four pendant 20 min.",8
307,dessert,Religieuse au Chocolat,"['1/4 l deau', ' 200 g de farine', ' 100 g de beurre', ' 4 oeuf', ' 1 pincée de sel', ' 3 jaune doeuf', ' 90 g de sucre', ' 50 g de farine', ' 1/2 l de lait', ' 100 g de chocolat noir ou au lait ', ' 1 pincée de sel', ' 1 jaune doeuf', ' 60 g de sucre', ' 60 g de beurre', ' 100 g de chocolat noir ou au lait ', ' 2 cuillère à soupe de lait', ' 15 g de sucre glace']"," La pâte à choux : Faire bouillir dans une casserole l'eau, le beurre et le sel sauf si votre beurre est salé. Une fois fait, incorporez la farine. Il n'y a aucun grumeaux normalement.  Etape importante et qui fait la différence pour réussir vos choux : remettre la préparation dans la casserole si vous l'avez retiré et la sécher au maximum sans pour autant cuire la pâte. Une fois fait incorporez les oeufs un à un en remuant bien ! Ensuite faire les boules de pâtes 6 grosses boules et 6 petites. Laissez environ 25 à 30 minutes à cuir thermostat 6 ou 180°. Pour la crème pâtissière : Dans une casserole, faire fondre le chocolat dans le lait et faire bouillir.  Pendant ce temps, mélanger le sucre et les jaunes d'oeuf. Ensuite ajouter la farine et le sel.  Enfin mélanger le tout avec la préparation au chocolat puis remettre le tout à chauffer sur feu doux à moyen sans cesser de remuer. La consistance doit être épaisse. Laissez ensuite refroidir.  Pour la crème au beurre : Faire un sirop de sucre avec peu d'eau et comme pour une meringue italienne le faire chausser à 118°.  Ensuite versez dans un robot à mouvement planétaire de préférence avec le jaune d'oeuf : laissez tourner le temps que cela refroidisse.  Puis ajoutez le beurre en pommade et surtout pas fondu ! Réservez. Glaçage : Faire fondre le chocolat, le lait et le sucre glace. Finalisation : Avec une poche à douille remplir les choux en faisant un léger trou au préalable. Ensuite mettre le glaçage et assembler les choux. Finalisez avec la crème au beurre selon votre envie.  Placez le tout au réfrigérateur et sortir quelques minutes avant de servir. A noter :Dans certaines recettes, 2 jaunes d'oeufs sont conseillés pour la crème au beurre mais la consistance est trop liquide. Ne pas non plus mettre du beurre salé dans la recette de la crème au beurre. C'est écoeurant.",18
309,dessert,The brookies,"['100 g de chocolat noir pâtisser ', ' 100 g de beurre mou ', ' 200 g de sucre roux ou de cassonade ', ' 1 cuillère à café dextrait de vanille', ' 1 oeuf', ' 1 cuillère de café de café soluble ', ' 200 g de farine', ' 1/2 cuillère à café de sel', ' 1 cuillère à café de levure chimique', ' 100 g de chocolat noir pâtisser ', ' 100 g de beurre', ' 100 g de sucre', ' 100 g de farine', ' 2 oeuf']"," Attention, ne faîtes l'impasse ni sur la réfrigération de la pâte ni sur la cuisson en 2 temps. Prêts ? C'est parti !  On commence par la pâte à cookies : découpez le chocolat en grosses pépites (les fameux ""chunks"" !) puis placez-les au frigo.  Travaillez en mousse le beurre mou avec le sucre et la vanille. Ajoutez l'œuf et le café soluble. Incorporez la farine mélangée au sel et à la levure chimique. Enfin, ajoutez les pépites et remettre le tout au frigo. On passe maintenant à la pâte à brownie : préchauffez le four à 150°C (thermostat 5). Faites fondre le chocolat avec le beurre au bain-marie. Hors du feu, ajoutez le sucre puis les œufs et enfin la farine. Versez la préparation dans un moule carré. S'il n'est pas en silicone, il est préférable de le beurrer et de le fariner. Pré-cuire le brownie 15 min. Et là, on transforme le tout en brookie : sortir le brownie du four au bout des 15 premières minutes.  Ensuite, émiettez la pâte à cookies froide sur le dessus du brownie en recouvrant bien toute la surface.  On procède un peu comme avec un crumble, mais pas la peine d'appuyer : on dépose délicatement la pâte à cookie. Puis, deuxième passage au four pour 15 à 20 min supplémentaires toujours à 150°C.  La cuisson est bonne quand la pâte à cookies est dorée et craquelée. Vous pouvez sortir le brookie du four et passer à la dernière étape : laissez refroidir le gâteau... ou pas ! Car certains l'aiment chaud. Personnellement, je l'apprécie encore plus le lendemain (si on peut en sauvegarder jusqu'au lendemain bien entendu). Enjoy !",19
310,dessert,Tarte aux noix maison,"['270 g de farine', ' 150 g de beurre', ' 2 cuillère à soupe de sucre', ' 1 pincée de sel', ' 225 g de cerneau de noix', ' 3 cuillère à soupe de miel', ' 30 cl de crème fraîche', ' 3 jaune doeuf', ' 100 g de sucre en poudre']"," Pour la pâte, malaxer le beurre, la farine, le sucre et le sel. Mettre progressivement de l'eau tiède pour former une boule. Laisser reposer la pâte au frais mais hors du réfrigérateur pendant 1 h. Préchauffez le four à 180°C (thermostat 6). Pour la crème de noix, mettre de côté les plus beaux cerneaux pour la décoration. Réduire les autres en éclats. Pour le caramel, fondre le sucre avec 1/2 verre d'eau et attendre qu'il colore légèrement. Hors du feu, mettre la crème fraîche, le miel, les noix et remuer. Incorporer ensuite les jaunes d'oeufs. Déposer la préparation sur la pâte étalée dans un moule à tarte beurré. Cuire au four pendant 30 min. Placer les cerneaux de noix pour décorer 5 min avant la fin de la cuisson. Déguster refroidi.",10
313,dessert,Ganache au chocolat blanc,"['300 g de chocolat blanc', ' 25 cl de crème liquide']"," Commencez par concasser grossièrement le chocolat blanc et placez-le dans une jatte. Mettez la crème liquide dans une casserole et portez à frémissement.  Versez-la sur le chocolat blanc et laissez reposer pendant 3 min. Mélangez avec une spatule pour lisser. Suivant les utilisations, laissez légèrement tiédir la ganache à température ambiante ou placez-la au réfrigérateur environ 2 h pour qu'elle se fige. Simplement tiédie, cette ganache est idéale pour garnir un gâteau de fête (à base de génoise, par exemple). Vous avez ici les proportions pour garnir (intérieur et glaçage) un gâteau pour 6 personnes. Une fois figée au réfrigérateur, vous pourrez utiliser cette ganache comme base, par exemple, pour des truffes au chocolat blanc ou des bouchées gourmandes.",6
315,dessert,Clafoutis aux poires facile,"['3 poire', ' 2 oeuf', ' 25 cl de lait', ' 15 g de beurre', ' 60 g de sucre', ' 40 g de farine', ' cannelle', ' 1 pincée de sel']"," Couper les poires, puis les disposer dans un plat. Battre tous les ingrédients dans une terrine et verser le mélange sur les poires. Cuire 35 min à thermostat 6/7 (200°C).",3
318,dessert,Charlotte aux poires,"['455 g de poire au sirop ', ' 40 boudoir ou biscuits à la cuiller ', ' 25 cl de fromage blanc battu ', ' 80 g de sucre', ' 1 cuillère à café de rhum']"," Préparer tous les ingrédients avant de dresser la charlotte. Battre de fromage blanc avec un peu de sucre. Découper les poires en dés (pas trop petits).  Mélanger le sirop des fruits avec un peu d'eau et un peu de rhum dans une assiette ou un plat creux. Pour dresser la charlotte : tremper les gateaux quelques secondes dans le liquide (attention à ce qu'ils ne soient pas trop mous) et tapisser le fond et les côtés du moule à charlotte. Alterner une couche de fromage blanc, une couche de fruits, une couche de gâteaux trempés, jusqu'en haut du moule. Terminer par une couche de biscuits. Choisir une assiette un peu plus petite que le moule et appuyer sur les gâteaux afin que le liquide en surplus sorte. Poser un poids sur l'assiette et mettre au réfrigérateur, au minimum 2 heures.",6
319,dessert,Biscuit de Savoie à l'ancienne,"['6 oeuf', ' 150 g de sucre en poudre', ' 50 g de farine', ' 50 g de fécule de pomme de terre', ' zeste de citron', ' 1 pincée de sel fin ']"," Séparez les blancs des jaunes d'oeufs. Travaillez longuement les jaunes avec le sel et le sucre, jusqu'à blanchiment. Ajoutez la farine tamisée, la fécule, le zeste râpé.  Battez les blancs en neige ferme. Incorporez à la pâte 2 cuillères à soupe de blancs battus et remuez énergiquement pour l'assouplir.  Versez le reste des blancs d'oeufs et incorporez-les délicatement de façon à obtenir une pâte à la fois légère et ferme. Versez la pâte dans un moule à manqué de 26 cm de diamètre, beurré et sucré. Enfournez 40 min au four préchauffé à 190°C (thermostat 6-7). Démoulez immédiatement en retournant le moule sur une grille. Dégustez le gâteau tiède ou froid avec des confitures maison : myrtilles, abricot, fraises...",7
328,dessert,Tarte au chocolat et aux noix de pécan,"['1 rouleau de pâte sablée', ' 70 g de noix de pécan', ' 70 g de beurre', ' 70 g de sucre en poudre', ' 2 oeuf', ' 1 cuillère à soupe de farine', ' 10 cl de crème fraîche liquide', ' 12 cl de crème fraîche liquide', ' 1 cuillère à soupe de miel', ' 100 g de chocolat à 70% de cacao ', ' 30 g de beurre', ' 12 noix de pécan']"," Préparer la pâte sablée : préparer un fond de tarte en pâte sablée. Ne pas cuire. Préparer la crème aux noix de pécan :  Mixer les noix de pécan afin d’obtenir une poudre.  Dans un saladier, mélanger le beurre ramolli avec le sucre. Ajouter la poudre de noix de pécan. Mélanger au fouet. Ajouter les œufs. Mélanger à nouveau. Ajouter la farine et la crème fraîche. Mélanger. Verser cette préparation dans le fond de tarte et cuire à 180°C pendant 35 minutes. Sortir du four. Laisser refroidir avant de démouler. Préparer la ganache : Faire bouillir la crème avec le miel. Pendant ce temps, râper le chocolat. Verser la préparation miel-crème sur le chocolat râpé. Mélanger doucement avec un fouet et ajouter le beurre en morceaux. Mélanger à nouveau. Verser cette ganache sur la tarte. Lisser avec un grand couteau.  Réserver la tarte au réfrigérateur pendant 2h. Décorer avec les noix de pécan. Astuce : il convient de sortir ce dessert du réfrigérateur 45 minutes avant de le servir",8
330,dessert,Biscuits à la cuillère,"['3 oeuf', ' 90 g de sucre en poudre', ' 60 g de farine', ' sucre glace', ' sucre vanillé']"," Fouetter les jaunes d'œufs avec 35g de sucre dans un bol. Monter les blancs en neige et y rajouter le reste du sucre (55g). Réunir les deux préparations. Ajouter la farine et mélanger sans trop travailler la pâte. A l'aide d'une poche à douille former les biscuits sur une ou deux plaques, saupoudrer chaque biscuit de sucre glace et cuire 15 à 20 min à 150°C (thermostat 5).",4
